Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%)
Skin/Body,Europe,Fragrance,Bobbi Brown,Hair Dye,664473.51,12.08,6.3,1.92,757499.8014000001,0.00965423542301966
Skin/Body,Europe,Fragrance,Bobbi Brown,Face Make-Up,3989874.28,11.8,5.49,7.17,4548456.6792,0.05796948264705249
Skin/Body,Europe,Fragrance,Bobbi Brown,Tools,2303433.77,13.39,-1.9,3.55,2625914.4978000005,0.0334669351934191
Skin/Body,Europe,Fragrance,Aveda,Lipstick,4378035.29,19.19,2.47,4.79,4990960.2306,0.06360913225863307
Skin/Body,Europe,Fragrance,Aveda,Mascara,3397997.94,11.13,-4.49,3.19,3873717.6516000004,0.049370022410217436
Skin/Body,Europe,Fragrance,Aveda,Toner,3721875.03,14.88,-4.46,4.11,4242937.534200001,0.05407568129341734
Skin/Body,Europe,Fragrance,Aveda,Bronzer,1539836.58,15.08,-4.61,2.46,1755413.7012000002,0.022372516936450104
Skin/Body,Europe,Fragrance,Aveda,Hair Dye,4099622.38,7.68,8.05,4.33,4673569.5132,0.05956402927484673
Skin/Body,Europe,Fragrance,Aveda,Face Make-Up,947486.27,8.65,9.45,12.98,1080134.3478,0.013766170318300228
Skin/Body,Europe,Fragrance,Aveda,Tools,4235989.39,10.96,8.36,3.87,4829027.9046,0.06154532604388313
Skin/Body,Europe,Fragrance,Elizabeth Arden,Lipstick,1819164.79,18.45,-4.74,2.2,2073847.8606000002,0.026430918451403915
Skin/Body,Europe,Fragrance,Elizabeth Arden,Mascara,1435488.15,5.4,-1.37,9.16,1636456.4910000002,0.02085642292505379
Skin/Body,Europe,Fragrance,Elizabeth Arden,Toner,2396410.48,18.39,11.35,5.79,2731907.9472000003,0.03481780777703471
Skin/Body,Europe,Fragrance,Elizabeth Arden,Bronzer,1667405.45,10.7,6.81,4.75,1900842.2130000002,0.024225984208047717
Skin/Body,Europe,Fragrance,Elizabeth Arden,Hair Dye,3308670.09,11.14,6.04,7.11,3771883.9026,0.04807216466155836
Skin/Body,Europe,Fragrance,Elizabeth Arden,Face Make-Up,1825095.92,19.23,10.27,2.96,2080609.3488,0.026517092729960976
Skin/Body,Europe,Fragrance,Elizabeth Arden,Tools,4408105.89,12.31,12.89,12.2,5025240.7146000005,0.06404603252228912
Skin/Body,Europe,Fragrance,Kilian,Lipstick,2413460.77,5.34,0.37,8.58,2751345.2778000003,0.035065534001200896
Skin/Body,Europe,Fragrance,Kilian,Mascara,3350651.99,8.87,-2.21,12.69,3819743.2686000005,0.048682125991853786
Skin/Body,Europe,Fragrance,Kilian,Toner,4929809.81,12.89,-1.57,4.81,5619983.1834,0.07162594712985898
Skin/Body,Europe,Fragrance,Kilian,Bronzer,582758.04,18.71,-2.64,9.07,664344.1656000001,0.008466979086671956
Skin/Body,Europe,Fragrance,Kilian,Hair Dye,1733248.49,13.31,8.03,12.62,1975903.2786000003,0.02518262762507017
Skin/Body,Europe,Fragrance,Kilian,Face Make-Up,1428895.72,5.16,-2.26,13.6,1628941.1208000001,0.020760640519477114
Skin/Body,Europe,Fragrance,Kilian,Tools,4432505.35,13.96,7.01,10.31,5053056.099,0.06440053594114557
Skin/Body,Europe,Fragrance,Frederic Malle,Lipstick,1289170.75,18.72,3.38,6.36,1469654.6550000003,0.018730555445273994
Skin/Body,Europe,Fragrance,Frederic Malle,Mascara,2835129.67,5.7,-1.67,11.33,3232047.8238000004,0.0411920247790887
Skin/Body,Europe,Fragrance,Frederic Malle,Toner,872594.01,14.05,-0.09,6.45,994757.1714000001,0.012678049424809686
Skin/Body,Europe,Fragrance,Frederic Malle,Bronzer,1799121.82,10.34,9.38,5.16,2050998.8748000003,0.026139711130051823
Skin/Body,Europe,Fragrance,Frederic Malle,Hair Dye,3048820.88,12.14,8.27,14.12,3475655.8032000004,0.04429677646312488
Skin/Body,Europe,Fragrance,Frederic Malle,Face Make-Up,3796574.44,8.22,-4.38,4.67,4328094.8616,0.05516100024029405
Skin/Body,Europe,Fragrance,Frederic Malle,Tools,3177850.69,5.77,4.93,9.36,3622749.7866,0.046171469951398765
Skin/Body,Europe,Fragrance,Balmain,Lipstick,2004097.51,16.56,-2.87,2.05,2284671.1614,0.02911783371503778
Skin/Body,Europe,Fragrance,Balmain,Mascara,3776849.4,12.43,8.77,7.09,4305608.316000001,0.05487441217166136
Skin/Body,Europe,Fragrance,Balmain,Toner,1608809.15,17.29,10.99,10.73,1834042.431,0.023374629764861734
Skin/Body,Europe,Fragrance,Balmain,Bronzer,1724653.12,13.85,2.22,2.28,1966104.5568000004,0.02505774420341509
Skin/Body,Europe,Fragrance,Balmain,Hair Dye,4627911.09,7.05,14.0,7.24,5275818.642600001,0.06723961528528583
Skin/Body,Europe,Fragrance,Balmain,Face Make-Up,1333098.18,13.13,12.46,11.25,1519731.9252000002,0.019368783673135503
Skin/Body,Europe,Fragrance,Balmain,Tools,4129525.17,14.88,8.85,12.89,4707658.6938000005,0.059998491401809656
Skin/Body,Europe,Hair Dye,Bobbi Brown,Lipstick,1623506.04,12.34,-0.58,14.83,1850796.8856000002,0.02358816308697449
Skin/Body,Europe,Hair Dye,Bobbi Brown,Mascara,4748267.03,5.59,9.11,13.95,5413024.4142,0.06898828481361485
Skin/Body,Europe,Hair Dye,Bobbi Brown,Toner,1312589.05,13.52,13.31,1.48,1496351.5170000002,0.019070803443131577
Skin/Body,Europe,Hair Dye,Bobbi Brown,Bronzer,3638391.2,9.46,13.49,14.59,4147765.968000001,0.052862732189042444
Skin/Body,Europe,Hair Dye,Bobbi Brown,Hair Dye,4749199.2,12.11,12.24,12.82,5414087.088,0.069001828451546
Skin/Body,Europe,Hair Dye,Bobbi Brown,Face Make-Up,1935952.13,17.43,-4.26,9.35,2206985.4282,0.02812773925437052
Skin/Body,Europe,Hair Dye,Bobbi Brown,Tools,1535039.77,6.81,-3.46,10.75,1749945.3378,0.022302823363534764
Skin/Body,Europe,Hair Dye,Aveda,Lipstick,2029437.34,15.87,-3.69,5.41,2313558.5676,0.029485999910856934
Skin/Body,Europe,Hair Dye,Aveda,Mascara,2927710.82,16.86,1.38,9.76,3337590.3348000003,0.04253715021205576
Skin/Body,Europe,Hair Dye,Aveda,Toner,4486899.87,14.24,-0.34,1.34,5115065.8518,0.06519084209165284
Skin/Body,Europe,Hair Dye,Aveda,Bronzer,4415444.93,5.32,12.49,8.41,5033607.2202,0.06415266253668797
Skin/Body,Europe,Hair Dye,Aveda,Hair Dye,4725804.64,16.98,14.96,5.91,5387417.2896,0.06866192537571388
Skin/Body,Europe,Hair Dye,Aveda,Face Make-Up,3952347.3,11.03,4.6,9.79,4505675.922,0.05742424751851449
Skin/Body,Europe,Hair Dye,Aveda,Tools,4431547.01,19.76,10.37,6.85,5051963.5914,0.06438661207535401
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Lipstick,2396106.51,16.06,-0.22,2.55,2731561.4214,0.03481339135125192
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Mascara,2095799.71,9.31,0.93,4.27,2389211.6694,0.030450188751446734
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Toner,689419.35,5.27,14.75,6.99,785938.059,0.01001667727895607
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Bronzer,2229469.91,15.19,-0.63,14.3,2541595.6974000004,0.032392303162963494
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Hair Dye,4038552.56,6.34,3.35,13.31,4603949.918400001,0.05867673668808668
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Face Make-Up,4751294.1,12.01,7.27,3.34,5416475.274,0.06903226556827571
Skin/Body,Europe,Hair Dye,Elizabeth Arden,Tools,4960258.82,8.48,13.85,10.1,5654695.054800001,0.07206834536923783
Skin/Body,Europe,Hair Dye,Kilian,Lipstick,3234815.58,12.69,-0.39,3.47,3687689.7612000005,0.046999121393675854
Skin/Body,Europe,Hair Dye,Kilian,Mascara,1492187.94,7.8,10.59,5.9,1701094.2516,0.021680222689615926
Skin/Body,Europe,Hair Dye,Kilian,Toner,760292.04,19.54,12.68,13.99,866732.9256000002,0.011046397236223731
Skin/Body,Europe,Hair Dye,Kilian,Bronzer,4977085.2,7.61,2.92,11.62,5673877.1280000005,0.07231281837138533
Skin/Body,Europe,Hair Dye,Kilian,Hair Dye,3632092.78,7.31,11.32,4.14,4140585.7692000004,0.05277122149891266
Skin/Body,Europe,Hair Dye,Kilian,Face Make-Up,1507179.27,13.05,6.86,9.12,1718184.3678000001,0.02189803397471016
Skin/Body,Europe,Hair Dye,Kilian,Tools,911690.77,18.16,0.31,2.81,1039327.4778000001,0.013246092122730474
Skin/Body,Europe,Hair Dye,Frederic Malle,Lipstick,4499366.36,19.33,12.24,12.33,5129277.650400001,0.06537196959718533
Skin/Body,Europe,Hair Dye,Frederic Malle,Mascara,3448588.91,13.26,-3.26,6.72,3931391.3574000006,0.050105066211525516
Skin/Body,Europe,Hair Dye,Frederic Malle,Toner,2177098.33,8.9,9.47,7.94,2481892.0962000005,0.0316313886115384
Skin/Body,Europe,Hair Dye,Frederic Malle,Bronzer,864707.97,8.3,8.67,2.07,985767.0858000001,0.01256347196525776
Skin/Body,Europe,Hair Dye,Frederic Malle,Hair Dye,4330431.11,12.43,4.61,9.29,4936691.465400001,0.06291748397781628
Skin/Body,Europe,Hair Dye,Frederic Malle,Face Make-Up,4211064.35,10.22,8.56,8.92,4800613.359,0.06118318639427064
Skin/Body,Europe,Hair Dye,Frederic Malle,Tools,1701627.22,18.18,10.95,10.22,1939855.0308,0.02472319744409144
Skin/Body,Europe,Hair Dye,Balmain,Lipstick,4327617.78,18.01,9.17,12.72,4933484.269200001,0.0628766086837167
Skin/Body,Europe,Hair Dye,Balmain,Mascara,3638621.58,15.2,7.37,11.54,4148028.6012000004,0.05286607941466285
Skin/Body,Europe,Hair Dye,Balmain,Toner,1213722.97,18.21,12.44,1.41,1383644.1858,0.017634363318270774
Skin/Body,Europe,Hair Dye,Balmain,Bronzer,4216175.38,6.93,1.7,11.41,4806439.933200001,0.0612574453167582
Skin/Body,Europe,Hair Dye,Balmain,Hair Dye,1223419.53,17.27,11.64,8.1,1394698.2642,0.017775246094821843
Skin/Body,Europe,Hair Dye,Balmain,Face Make-Up,528736.42,9.31,7.34,14.74,602759.5188000001,0.0076820908562699524
Skin/Body,Europe,Hair Dye,Balmain,Tools,3343160.87,8.9,7.68,8.56,3811203.3918000003,0.04857328638429428
Skin/Body,Europe,Face Make-Up,Bobbi Brown,Lipstick,4009304.28,6.6,10.22,8.58,4570606.8792,0.05825178403521358
Skin/Body,Europe,Face Make-Up,Bobbi Brown,Mascara,4833464.02,10.13,7.65,14.05,5510148.9828,0.07022612467692656
Skin/Body,Europe,Face Make-Up,Bobbi Brown,Toner,961293.78,19.06,8.76,1.95,1095874.9092,0.013966781704818403
Skin/Body,Europe,Face Make-Up,Bobbi Brown,Bronzer,1854336.05,15.62,-3.65,9.15,2113943.097,0.026941926970260037
Skin/Body,Europe,Face Make-Up,Bobbi Brown,Hair Dye,2056473.76,14.31,-4.09,13.2,2344380.0864000004,0.029878816117594263
Skin/Body,Europe,Face Make-Up,Bobbi Brown,Face Make-Up,4880700.36,19.53,9.99,2.82,5563998.410400001,0.07091242855513806
Skin/Body,Europe,Face Make-Up,Bobbi Brown,Tools,3912184.38,5.37,-4.56,5.53,4459890.193200001,0.05684071442182881
Skin/Body,Europe,Face Make-Up,Aveda,Lipstick,2698894.36,16.56,8.67,7.24,3076739.5704,0.0392126414991321
Skin/Body,Europe,Face Make-Up,Aveda,Mascara,1731320.0,19.96,3.52,7.32,1973704.8000000003,0.025154608304223294
Skin/Body,Europe,Face Make-Up,Aveda,Toner,1236307.2,16.92,8.87,4.09,1409390.208,0.0179624929878307
Skin/Body,Europe,Face Make-Up,Aveda,Bronzer,870714.71,15.21,8.09,4.83,992614.7694000001,0.01265074479286058
Skin/Body,Europe,Face Make-Up,Aveda,Hair Dye,4778886.03,7.27,3.65,14.21,5447930.074200001,0.06943315286323423
Skin/Body,Europe,Face Make-Up,Aveda,Face Make-Up,2388772.93,14.58,2.95,4.84,2723201.1402000003,0.0347068406660131
Skin/Body,Europe,Face Make-Up,Aveda,Tools,4927899.42,11.14,12.88,4.22,5617805.338800001,0.07159819078663052
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Lipstick,1458971.17,5.47,8.03,6.16,1663227.1338000002,0.021197611249511573
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Mascara,4389612.12,12.1,14.36,3.6,5004157.816800001,0.06377733376040895
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Toner,4408804.26,16.65,10.42,12.83,5026036.8564,0.06405617924490621
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Bronzer,3924607.96,14.39,-2.38,1.46,4474053.0744,0.05702121848152671
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Hair Dye,4643815.32,14.25,10.93,7.74,5293949.464800001,0.06747069023158708
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Face Make-Up,1027886.85,6.88,8.71,7.02,1171791.009,0.014934322420356676
Skin/Body,Europe,Face Make-Up,Elizabeth Arden,Tools,1402361.27,12.37,-3.72,9.15,1598691.8478,0.02037511751025987
Skin/Body,Europe,Face Make-Up,Kilian,Lipstick,1710470.32,16.96,1.21,7.37,1949936.1648000004,0.0248516801721227
Skin/Body,Europe,Face Make-Up,Kilian,Mascara,552292.43,6.09,2.85,7.72,629613.3702000001,0.008024339663399984
Skin/Body,Europe,Face Make-Up,Kilian,Toner,3200092.47,9.37,8.9,13.04,3648105.4158000005,0.04649462411347667
Skin/Body,Europe,Face Make-Up,Kilian,Bronzer,4009329.45,5.59,4.61,2.47,4570635.573000001,0.05825214973392383
Skin/Body,Europe,Face Make-Up,Kilian,Hair Dye,1589202.57,19.8,-2.15,7.98,1811690.9298000003,0.02308976281936037
Skin/Body,Europe,Face Make-Up,Kilian,Face Make-Up,3281700.8,15.54,6.19,1.14,3741138.912,0.04768032379667318
Skin/Body,Europe,Face Make-Up,Kilian,Tools,1969075.89,12.77,-3.24,5.91,2244746.5146000003,0.028608999338215854
Skin/Body,Europe,Face Make-Up,Frederic Malle,Lipstick,649413.99,6.18,2.94,2.86,740331.9486000001,0.009435433395174078
Skin/Body,Europe,Face Make-Up,Frederic Malle,Mascara,3053933.82,15.34,11.01,3.8,3481484.5548,0.04437106313628928
Skin/Body,Europe,Face Make-Up,Frederic Malle,Toner,1253671.62,6.57,7.73,10.89,1429185.6468000002,0.018214783253945585
Skin/Body,Europe,Face Make-Up,Frederic Malle,Bronzer,642137.65,19.04,-3.96,8.58,732036.9210000001,0.009329714358492034
Skin/Body,Europe,Face Make-Up,Frederic Malle,Hair Dye,3690772.34,18.06,9.28,12.22,4207480.4676,0.05362378563914332
Skin/Body,Europe,Face Make-Up,Frederic Malle,Face Make-Up,2027525.87,17.22,-3.4,13.53,2311379.4918000004,0.02945822787614627
Skin/Body,Europe,Face Make-Up,Frederic Malle,Tools,2964165.69,17.26,4.05,10.01,3379148.8866000003,0.04306680849338526
Skin/Body,Europe,Face Make-Up,Balmain,Lipstick,2868811.97,15.97,-3.37,1.84,3270445.6458000005,0.04168139997448027
Skin/Body,Europe,Face Make-Up,Balmain,Mascara,1611964.55,7.39,12.44,4.07,1837639.5870000003,0.02342047504536629
Skin/Body,Europe,Face Make-Up,Balmain,Toner,4891393.65,10.05,-1.36,12.06,5576188.761000001,0.07106779297155644
Skin/Body,Europe,Face Make-Up,Balmain,Bronzer,3464184.99,12.47,6.11,11.07,3949170.8886000006,0.050331664000196195
Skin/Body,Europe,Face Make-Up,Balmain,Hair Dye,1528046.34,19.95,14.5,10.1,1741972.8276000002,0.022201214768732533
Skin/Body,Europe,Face Make-Up,Balmain,Face Make-Up,1397941.03,15.2,-3.56,1.43,1593652.7742,0.02031089517943099
Skin/Body,Europe,Face Make-Up,Balmain,Tools,1659573.0,11.94,12.37,11.18,1891913.2200000002,0.02411218536565439
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Lipstick,3842179.35,11.38,1.92,6.19,4380084.459000001,0.05582360082701363
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Mascara,4944423.04,5.6,12.34,9.1,5636642.2656000005,0.07183826494326696
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Toner,2473769.39,15.88,4.73,13.23,2820097.1046000007,0.035941766998837534
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Bronzer,4553158.39,11.33,0.54,9.29,5190600.5646,0.06615352207999557
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Hair Dye,4605635.06,8.16,7.46,9.84,5250423.9684,0.06691596349981396
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Face Make-Up,3799008.6,6.97,9.32,13.73,4330869.8040000005,0.0551963665165167
Skin/Body,Europe,Make Up Brushes,Bobbi Brown,Tools,1308573.99,8.56,14.43,3.53,1491774.3486000001,0.01901246803337604
Skin/Body,Europe,Make Up Brushes,Aveda,Lipstick,4344732.92,12.38,-0.06,13.19,4952995.5288,0.0631252771232726
Skin/Body,Europe,Make Up Brushes,Aveda,Mascara,2503873.65,12.72,2.18,9.3,2854415.961,0.03637915631368891
Skin/Body,Europe,Make Up Brushes,Aveda,Toner,1235857.43,10.87,14.39,4.61,1408877.4702,0.01795595821195045
Skin/Body,Europe,Make Up Brushes,Aveda,Bronzer,3455314.99,9.88,10.47,2.83,3939059.088600001,0.05020279043802488
Skin/Body,Europe,Make Up Brushes,Aveda,Hair Dye,4864194.7,11.81,-0.28,2.03,5545181.958000001,0.07067261534203897
Skin/Body,Europe,Make Up Brushes,Aveda,Face Make-Up,1263910.57,12.8,1.74,12.6,1440858.0498000002,0.018363546496267355
Skin/Body,Europe,Make Up Brushes,Aveda,Tools,2438993.86,8.73,7.34,10.89,2780453.0004000003,0.03543650810058546
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Lipstick,1251688.59,7.51,-4.27,11.31,1426924.9926000002,0.018185971513247433
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Mascara,3487120.37,12.12,11.88,12.28,3975317.2218000004,0.05066489558084478
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Toner,3134094.64,18.02,-0.88,2.57,3572867.8896000003,0.04553573172929656
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Bronzer,1713873.25,5.86,5.62,14.11,1953815.5050000001,0.024901121853173395
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Hair Dye,677045.93,6.83,4.04,14.07,771832.3602000001,0.009836902001431613
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Face Make-Up,1922702.47,12.61,-4.17,3.08,2191880.8158,0.027935232954284957
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Tools,4939835.55,19.48,-4.9,14.33,5631412.527000001,0.07177161261206907
Skin/Body,Europe,Make Up Brushes,Kilian,Lipstick,3376039.72,18.02,4.09,8.22,3848685.2808000008,0.04905098813396696
Skin/Body,Europe,Make Up Brushes,Kilian,Mascara,2699809.61,15.0,-2.21,1.42,3077782.9554000003,0.039225939303842064
Skin/Body,Europe,Make Up Brushes,Kilian,Toner,1885684.74,15.57,-0.96,10.43,2149680.6036,0.027397396795480405
Skin/Body,Europe,Make Up Brushes,Kilian,Bronzer,4864604.21,6.41,8.45,7.21,5545648.799400001,0.07067856517433264
Skin/Body,Europe,Make Up Brushes,Kilian,Hair Dye,4406640.14,7.66,8.85,12.73,5023569.7596,0.06402473642040044
Skin/Body,Europe,Make Up Brushes,Kilian,Face Make-Up,4750763.99,15.25,4.94,9.65,5415870.948600001,0.06902456352046935
Skin/Body,Europe,Make Up Brushes,Kilian,Tools,4410072.43,13.56,-4.39,14.03,5027482.5702,0.06407460467730065
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Lipstick,3602870.38,15.15,-0.69,10.22,4107272.2332,0.052346644860446434
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Mascara,2272389.83,14.77,-2.87,10.21,2590524.4062000006,0.03301589312671867
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Toner,4997361.77,5.72,14.54,6.7,5696992.4178,0.07260741970222143
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Bronzer,4418390.53,16.74,6.34,11.34,5036965.2042000005,0.064195459601483
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Hair Dye,4453320.03,11.06,1.54,10.35,5076784.8342,0.06470295555298958
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Face Make-Up,4135306.74,16.43,10.96,7.1,4714249.683600001,0.06008249270066455
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Tools,4180253.97,6.8,5.89,1.08,4765489.525800001,0.060735537755888226
Skin/Body,Europe,Make Up Brushes,Balmain,Lipstick,1960636.23,10.5,2.92,10.74,2235125.3022000003,0.028486378250536612
Skin/Body,Europe,Make Up Brushes,Balmain,Mascara,2248511.46,11.73,-0.25,6.23,2563303.0644,0.03266896070273388
Skin/Body,Europe,Make Up Brushes,Balmain,Toner,1522713.32,6.1,7.07,10.35,1735893.1848000002,0.02212373052019466
Skin/Body,Europe,Make Up Brushes,Balmain,Bronzer,3287706.56,11.95,2.6,13.09,3747985.4784000004,0.047767582385708815
Skin/Body,Europe,Make Up Brushes,Balmain,Hair Dye,2835868.03,12.19,-4.49,5.78,3232889.5542,0.041202752522421816
Skin/Body,Europe,Make Up Brushes,Balmain,Face Make-Up,2210880.28,10.98,6.6,8.47,2520403.5192,0.032122211636746244
Skin/Body,Europe,Make Up Brushes,Balmain,Tools,3235572.92,16.47,11.26,11.05,3688553.1288000005,0.04701012490027956
Skin/Body,Europe,Tools,Bobbi Brown,Lipstick,4799856.63,5.27,-1.08,1.11,5471836.558200001,0.06973783786017561
Skin/Body,Europe,Tools,Bobbi Brown,Mascara,3413636.21,18.47,-0.13,13.98,3891545.2794000003,0.04959723318373456
Skin/Body,Europe,Tools,Bobbi Brown,Toner,771203.26,19.02,2.03,2.42,879171.7164000002,0.011204927990342672
Skin/Body,Europe,Tools,Bobbi Brown,Bronzer,2686422.92,8.85,0.7,5.3,3062522.1288,0.03903144207430618
Skin/Body,Europe,Tools,Bobbi Brown,Hair Dye,4113616.54,13.09,1.23,9.54,4689522.8556,0.059767352527247575
Skin/Body,Europe,Tools,Bobbi Brown,Face Make-Up,3722678.03,9.09,3.27,2.71,4243852.9542000005,0.054087348201018653
Skin/Body,Europe,Tools,Bobbi Brown,Tools,1315172.07,15.22,-1.37,8.35,1499296.1598000003,0.01910833252865128
Skin/Body,Europe,Tools,Aveda,Lipstick,3690708.18,6.6,6.35,4.59,4207407.325200001,0.05362285344886724
Skin/Body,Europe,Tools,Aveda,Mascara,4833170.94,12.25,11.12,8.7,5509814.871600001,0.07022186647358934
Skin/Body,Europe,Tools,Aveda,Toner,695356.4,14.5,14.03,9.42,792706.2960000001,0.010102937570082257
