Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Skin/Body,North America,Hair Dye,Kilian,Mascara,4712696.48,15.44,6.4,2.36,5372473.987200001,0.06847147495038,5372473.987200001,829509.9836236801,0.08517594423249193,5372473.987200001,829509.9836236801,0.08741730709362759,6126505.424000001,945932.4374656,5014309.05472,774209.318048768,5335224.834222081,823758.7144038893,5676679.2236122945,876479.2721257382,6039986.693923482,932573.9455417854,6426545.842334585,992258.6780564599
Skin/Body,North America,Hair Dye,Kilian,Toner,3267532.52,19.85,-2.2,8.26,3724987.0728,0.04747447072864153,3724987.0728,739409.9339508001,0.07592426919808563,3724987.0728,739409.9339508001,0.07792217880475764,2940779.268,583744.6846980001,3195646.80456,634335.8907051601,3125342.57485968,620380.5011096465,3056585.038212767,606732.1300852343,2989340.167372086,593384.0232233591,2923574.6836898997,580329.5747124451
Skin/Body,North America,Hair Dye,Kilian,Bronzer,4448178.82,16.11,8.94,10.83,5070923.854800001,0.06462825814074935,5070923.854800001,816925.8330082801,0.08388377544345797,5070923.854800001,816925.8330082801,0.08609113552176385,5782632.466000001,931582.0902726001,4845846.006508,780665.7916484388,5279064.639489815,850457.3134218091,5751013.018260204,926488.1972417189,6265153.582092665,1009316.2420751284,6825258.31233175,1099549.114116645
Skin/Body,North America,Hair Dye,Kilian,Hair Dye,2117710.18,9.4,11.19,12.34,2414189.6052000006,0.030768529260775713,2414189.6052000006,226933.82288880006,0.023302073542747943,2096533.0782,197074.10935080002,0.020768511865358854,2753023.234,258784.183996,2354681.949142,221340.103219348,2618170.8592509897,246108.06076959302,2911144.1784011745,273647.5527697104,3236901.211964266,304268.713924641,3599110.457583067,338316.3830128083
Skin/Body,North America,Hair Dye,Kilian,Face Make-Up,4401825.43,18.7,5.23,8.02,5018080.9902,0.06395478277569672,5018080.9902,938381.1451674,0.09635507910397943,5018080.9902,938381.1451674,0.09889061537224735,5722373.058999999,1070083.762033,4632040.899989,866191.648297943,4874296.639058424,911493.4715039253,5129222.35328118,959164.5800635808,5397480.682357786,1009328.8876009061,5679768.922045098,1062116.7884224332
Skin/Body,North America,Hair Dye,Kilian,Tools,4092328.31,14.75,9.04,12.14,4665254.2734,0.05945805263633185,4665254.2734,688125.0053265,0.0706582177861566,4665254.2734,688125.0053265,0.07251755385348149,5320026.803,784703.9534425,4462274.789224001,658185.5314105401,4865664.43016985,717685.5034500528,5305520.4946572045,782564.2729619376,5785139.547374216,853308.0832376968,6308116.162456845,930447.1339623845
Skin/Body,North America,Hair Dye,Frederic Malle,Lipstick,4505024.04,10.07,2.51,2.32,5135727.4056,0.06545417087962338,5135727.4056,517167.74974392,0.05310394363018968,5135727.4056,517167.74974392,0.054501347652006725,5856531.252,589752.6970764,4618100.1434039995,465042.68444078276,4734014.45700344,476715.25582024636,4852838.219874226,488680.8087413345,4974644.459193068,500946.6970407419,5099508.035118814,513520.4591364645
Skin/Body,North America,Hair Dye,Frederic Malle,Mascara,3102260.63,5.54,4.31,8.6,3536577.1182000004,0.04507321061690674,3536577.1182000004,195926.37234828,0.02011815902674224,3071238.0237,170146.58651298,0.01793077443042006,4032938.819,223424.8105726,3235968.0631529996,179272.63069867616,3375438.286674894,186999.28108178911,3520919.6768305814,195058.9500964142,3672671.3149019787,203465.9908455696,3830963.4485742543,212235.3750510137
Skin/Body,North America,Hair Dye,Frederic Malle,Toner,1789435.63,13.86,-4.39,1.52,2039956.6182000001,0.025998979020788206,2039956.6182000001,282737.98728252004,0.029032170212080682,1771541.2736999998,245535.62053481996,0.025875593020534722,1610492.067,223214.20048620002,1710879.4058429997,237127.88564983977,1635771.799926492,226717.97146981178,1563961.417909719,216765.05252228706,1495303.5116634823,207249.06671655865,1429659.6875014552,198150.83268770168
Skin/Body,North America,Hair Dye,Frederic Malle,Bronzer,4201702.52,10.4,-2.46,8.31,4789940.8728,0.061047166960162144,4789940.8728,498153.8507712,0.051151553869348235,4789940.8728,498153.8507712,0.05249758171987838,5462213.276,568070.180704,4098340.638008,426227.426352832,3997521.458313003,415742.23166455235,3899182.4304385036,405514.9727656044,3803262.5426497166,395539.30443557055,3709702.2841005335,385809.0375464555
Skin/Body,North America,Hair Dye,Frederic Malle,Hair Dye,3964970.99,8.24,7.46,2.19,4520066.928600001,0.05760765900645661,4520066.928600001,372453.5149166401,0.03824436166174879,4520066.928600001,372453.5149166401,0.039250743130705666,5154462.2870000005,424727.6924488,4260757.825854001,351086.44485036965,4578610.359662709,377277.4936362072,4920174.692493547,405422.3946614683,5287219.7245535655,435666.9053032138,5681646.316005262,468167.65643883357
Skin/Body,North America,Hair Dye,Frederic Malle,Face Make-Up,732567.75,12.97,5.81,9.92,835127.2350000001,0.01064358686294629,835127.2350000001,108316.00237950002,0.011122129884271817,725242.0725,94063.89680325001,0.009912855439487278,659310.975,85512.63345750001,775129.936275,100534.35273486751,820164.9855725776,106375.39862876332,867816.5712343444,112555.80928909448,918236.7140230597,119095.30180879086,971586.2671077996,126014.73884388163
Skin/Body,North America,Hair Dye,Frederic Malle,Tools,3767411.0,19.64,5.33,5.52,4294848.54,0.054737280240522934,4294848.54,843508.2532560001,0.08661331793153447,4294848.54,843508.2532560001,0.08889250457091685,3390669.9,665927.56836,3968214.0062999995,779357.23083732,4179719.8128357898,820896.9712409492,4402498.878859936,864650.7798080916,4637152.06910317,910736.6663718628,4884312.27438637,959278.9306894831
Skin/Body,North America,Hair Dye,Balmain,Lipstick,4078337.88,9.06,3.78,2.1,4649305.183200001,0.05925478357766122,4649305.183200001,421227.0495979201,0.04325253751502326,4649305.183200001,421227.0495979201,0.04439070665549601,5301839.244,480346.6355064,4232499.051864,383464.4140988784,4392487.516024459,397959.368951816,4558523.544130185,413002.23309819476,4730835.734098306,428613.7175093065,4909661.324847222,444815.3160311583
Skin/Body,North America,Hair Dye,Balmain,Mascara,614078.35,19.44,11.72,10.74,700049.319,0.00892203657460997,700049.319,136089.58761360002,0.013973983862812081,607937.5665,118183.0629276,0.012454636242081022,552670.515,107439.14811600001,686048.33262,133367.79586132802,766453.197203064,148998.50153627564,856281.511915263,166461.12591632715,956637.7051117318,185970.3698737207,1068755.6441508266,207766.0972229207
Skin/Body,North America,Hair Dye,Balmain,Toner,2340288.25,7.6,-1.87,4.5,2667928.6050000004,0.034002399468455395,2667928.6050000004,202762.57398000002,0.02082011553171616,2316885.3675,176083.28793000002,0.018556409397015295,3042374.725,231220.4791,2296524.859725,174535.8893391,2253579.844848142,171272.06820845878,2211437.901749482,168069.28053296063,2170084.0129867666,164926.38498699426,2129503.4419439137,161842.26158773745
Skin/Body,North America,Hair Dye,Balmain,Bronzer,2971519.99,15.72,8.2,4.92,3387532.7886000006,0.04317366022261599,3387532.7886000006,532520.1543679201,0.05468036294509177,3387532.7886000006,532520.1543679201,0.05611924966179218,3862975.987,607259.8251564001,3215184.6291800006,505427.0237070961,3478829.7687727604,546872.0396510779,3764093.8098121276,591715.5469024664,4072749.5022167224,640236.2217484688,4406714.9613984935,692735.5919318432
Skin/Body,North America,Hair Dye,Balmain,Hair Dye,4796893.76,16.07,6.09,9.56,5468458.8864,0.06969478987695682,5468458.8864,878781.3430444801,0.09023523784575486,5468458.8864,878781.3430444801,0.09260973351698765,6235961.888,1002119.0754016001,5089024.589984,817806.2516104288,5398946.187514025,867610.6523335038,5727742.010333629,920448.1410606143,6076561.498762947,976503.4328512056,6446624.094037609,1035972.4919118439
Skin/Body,North America,Hair Dye,Balmain,Face Make-Up,2388200.28,8.72,2.12,11.61,2722548.3192000003,0.0346985205481577,2722548.3192000003,237406.21343424002,0.0243774020748804,2364318.2772,206168.55377184,0.021726923284745278,3104660.364,270726.3837408,2438830.125936,212665.9869816192,2490533.3246058435,217174.50590562954,2543332.631087488,221778.60543082896,2597251.282866543,226480.31186596258,2652313.010063314,231281.69447752097
Skin/Body,North America,Hair Dye,Balmain,Tools,564770.7,6.74,-4.08,1.57,643838.598,0.008205638322321697,643838.598,43394.7215052,0.004455867261253199,559122.9929999999,37684.889728199996,0.003971394730860847,508293.62999999995,34258.990662,541728.05544,36512.470936656006,519625.550778048,35022.762122440436,498424.8283063037,33593.83342784487,478089.0953114065,32223.205023988798,458583.06022270117,30908.49825901006
Skin/Body,North America,Face Make-Up,Bobbi Brown,Lipstick,4349572.63,15.55,4.48,2.37,4958512.7982,0.06319559399673101,4958512.7982,771048.7401201,0.07917301272506104,4958512.7982,771048.7401201,0.08125641141145304,5654444.419,879266.1071545,4544433.483824,706659.406734632,4748024.103899315,738317.7481563435,4960735.583754004,771394.3832737476,5182976.537906183,805952.8516444115,5415173.8868043795,842059.539398081
Skin/Body,North America,Face Make-Up,Bobbi Brown,Mascara,2712271.44,12.1,-1.54,7.07,3091989.4416000005,0.03940699910353468,3091989.4416000005,374130.72243360005,0.03841658108858056,3091989.4416000005,374130.72243360005,0.039427494426608506,3525952.872,426640.29751199996,2670502.459824,323130.797638704,2629376.72194271,318154.58335506794,2588884.320424793,313255.0027713999,2549015.501890251,308430.87572872033,2509760.6631611413,303681.0402424981
Skin/Body,North America,Face Make-Up,Bobbi Brown,Toner,2293271.3,14.24,7.7,1.63,2614329.282,0.033319283140503746,2614329.282,372280.4897568,0.03822659505054903,2614329.282,372280.4897568,0.03923250899991607,2063944.17,293905.64980799996,2469853.1901,351707.09427024,2660031.8857377,378788.5405290485,2864854.340939502,407955.2581497851,3085448.125191844,439367.81302731857,3323027.6308316155,473199.13463042205
Skin/Body,North America,Face Make-Up,Bobbi Brown,Bronzer,2185756.77,14.39,5.06,12.99,2491762.7178,0.03175718838669586,2491762.7178,358564.65509142005,0.03681822240691069,2491762.7178,358564.65509142005,0.037787075726465696,1967181.093,283077.3592827,2296356.062562,330445.6374026718,2412551.679327637,347166.18665524694,2534626.7943016156,364732.79570000246,2662878.910093277,383188.2751624226,2797620.582943997,402577.60188564117
Skin/Body,North America,Face Make-Up,Bobbi Brown,Hair Dye,3464121.34,7.44,-3.59,9.99,3949098.3276000004,0.0503307392197867,3949098.3276000004,293812.9155734401,0.030169368670338422,3429480.1265999996,255153.32141904,0.026889147442215964,4503357.742,335049.8160048,3339759.3838939997,248478.0981617136,3219862.022012205,239557.73443770807,3104268.9754219665,230957.61177139432,2992825.7192043182,222666.2335088013,2885383.2758848825,214672.51572583528
Skin/Body,North America,Face Make-Up,Bobbi Brown,Face Make-Up,619300.9,13.79,13.8,9.06,706003.0260000001,0.008997915787926528,706003.0260000001,97357.8172854,0.009996918879110694,613107.8910000001,84547.5781689,0.008909985112567638,557370.81,76861.434699,704764.4242,97187.01409718,802021.9147395999,110598.82204259082,912700.9389736647,125861.45948446835,1038653.6685520301,143230.34089332496,1181987.8748122102,162996.1279366038
Skin/Body,North America,Face Make-Up,Bobbi Brown,Tools,2246764.67,14.65,4.17,8.64,2561311.7238000003,0.03264358132847625,2561311.7238000003,375232.1675367,0.038529679940347186,2561311.7238000003,375232.1675367,0.03954356941874283,2022088.203,296235.92173949996,2340454.756739,342876.6218622635,2438051.7200950165,357174.5769939199,2539718.476822979,372068.7568545664,2645624.737306497,387584.0240154018,2755947.2888521785,403746.2778168441
Skin/Body,North America,Face Make-Up,Aveda,Lipstick,4736591.64,10.79,14.22,13.67,5399714.4696,0.06881865131879641,5399714.4696,582629.19126984,0.059825671159535264,5399714.4696,582629.19126984,0.06139995411803689,6157569.132,664401.7093428,5410134.971207999,583753.563393343,6179456.164113776,666763.3201078764,7058174.830650753,761577.0642272163,8061847.291569291,869873.3227603264,9208241.976430442,993569.3092568447
Skin/Body,North America,Face Make-Up,Aveda,Mascara,1381060.11,6.04,-2.98,1.26,1574408.5254000004,0.020065629757432212,1574408.5254000004,95094.27493416003,0.009764493277389947,1367249.5089,82581.87033756,0.008702830420591617,1795378.1430000002,108440.83983720001,1339904.518722,80930.23293080881,1299975.3640640844,78518.5119894707,1261236.0982149746,76178.66033218447,1223651.2624881684,73908.53625428537,1187186.4548660207,71706.06187390766
Skin/Body,North America,Face Make-Up,Aveda,Toner,924993.32,15.25,-3.58,5.47,1054492.3848,0.013439366869569503,1054492.3848,160810.088682,0.01651234031658628,915743.3868,139650.866487,0.014717005126635782,832493.988,126955.33317,891878.5591439999,136011.48026945998,859949.3067266446,131142.2692758133,829163.1215458307,126447.37603573919,799479.0817944899,121920.5599736597,770857.7306662472,117555.80392660269
Skin/Body,North America,Face Make-Up,Aveda,Bronzer,4301938.9,5.35,11.29,4.95,4904210.346000001,0.06250351637952616,4904210.346000001,262375.253511,0.02694127907106349,4258919.511,227852.19383849998,0.024012037942840625,5592520.57,299199.850495,4787627.80181,256138.087396835,5328150.98063435,285056.07746393775,5929699.226347967,317238.9086096162,6599162.269002653,353055.1813916419,7344207.689173053,392915.1113707583
Skin/Body,North America,Face Make-Up,Aveda,Hair Dye,1031741.72,15.45,7.58,13.28,1176185.5608,0.014990330405543529,1176185.5608,181720.6691436,0.018659485583585607,1021424.3028,157810.0547826,0.016630697994891402,928567.548,143463.686166,1109947.7423760002,171486.92619709202,1194081.781248101,184485.63520283162,1284593.1802667072,198469.64635120626,1381965.3433309237,213513.6455446277,1486718.316355408,229697.9798769105
Skin/Body,North America,Face Make-Up,Aveda,Face Make-Up,3807819.7,17.05,0.64,3.48,4340914.458000001,0.055324384311741935,4340914.458000001,740125.9150890001,0.07599778774602695,4340914.458000001,740125.9150890001,0.07799763195694016,4950165.61,844003.2365050002,3832189.74608,653388.3517066401,3856715.7604549117,657570.0371575624,3881398.741321823,661778.4853953709,3906239.693266283,666013.8677019012,3931239.627303187,670276.3564551934
Skin/Body,North America,Face Make-Up,Aveda,Tools,3877766.38,17.1,14.81,6.78,4420653.6732,0.056340650130643606,4420653.6732,755931.7781172001,0.07762076918617214,4420653.6732,755931.7781172001,0.07966332135127396,5041096.294,862027.466274,4452063.580878,761302.872330138,5111414.197206031,874051.8277222313,5868414.639812243,1003498.9034078936,6737526.847968436,1152117.0910026026,7735354.574152561,1322745.632180088
Skin/Body,North America,Face Make-Up,Elizabeth Arden,Lipstick,2174081.39,16.65,1.82,14.03,2478452.7846000004,0.03158755503716893,2478452.7846000004,412662.3886359,0.04237309893215724,2478452.7846000004,412662.3886359,0.043488126081119974,1956673.2510000002,325786.09629149997,2213649.671298,368572.67027111695,2253938.0953156236,375280.6928700513,2294959.768650368,382110.80148028623,2336728.036439805,389065.21806722746,2379256.486703009,396146.20503605093
Skin/Body,North America,Face Make-Up,Elizabeth Arden,Mascara,4362857.38,11.43,10.02,11.56,4973657.4132,0.06338861012469668,4973657.4132,568489.04232876,0.05837372897508659,4973657.4132,568489.04232876,0.05990980479285071,5671714.5940000005,648276.9780942,4800015.689476,548641.7933071068,5280977.261561496,603615.700996479,5810131.183169958,664097.9942363262,6392306.327723589,730640.6132588062,7032815.421761492,803850.8027073386
Skin/Body,North America,Face Make-Up,Elizabeth Arden,Toner,964057.41,18.54,5.11,12.57,1099025.4474000002,0.01400693490015364,1099025.4474000002,203759.31794796002,0.020922463436268388,954416.8359000001,176948.88137586,0.018647629333566774,867651.669,160862.61943259998,1013320.743651,187869.66587289536,1065101.433651566,197469.8057990003,1119528.116911161,207560.51287532924,1176736.0036853212,218166.85508325853,1236867.2134736408,229315.181378013
Skin/Body,North America,Face Make-Up,Elizabeth Arden,Bronzer,1940223.2,18.43,2.78,1.15,2211854.4480000003,0.028189794271865794,2211854.4480000003,407644.77476640005,0.04185787909446257,2211854.4480000003,407644.77476640005,0.042959348488123196,1746200.88,321824.822184,1994161.40496,367523.94693412795,2049599.092017888,377741.1126588968,2106577.9467759854,388242.3155908141,2165140.813696358,399035.4519642387,2225331.728317117,410128.63752884464
Skin/Body,North America,Face Make-Up,Elizabeth Arden,Hair Dye,4574218.89,6.37,1.39,14.3,5214609.5346,0.06645951324753889,5214609.5346,332170.62735402,0.03410802448402284,5214609.5346,332170.62735402,0.035005560285170226,5946484.557,378791.06628090004,4637800.532571,295427.89392477274,4702265.959973737,299534.3416503271,4767627.456817372,303697.8689992666,4833897.478467133,307919.2693783564,4901088.653417828,312199.3472227157
